"Site","Species","Abundance"
25,"Virola.sebifera",12
26,"Virola.sebifera",20
27,"Virola.sebifera",12
28,"Virola.sebifera",18
29,"Virola.sebifera",9
30,"Virola.sebifera",8
31,"Virola.sebifera",20
32,"Virola.sebifera",18
33,"Virola.sebifera",16
34,"Virola.sebifera",7
35,"Virola.sebifera",11
36,"Virola.sebifera",14
37,"Virola.sebifera",14
38,"Virola.sebifera",11
39,"Virola.sebifera",7
40,"Virola.sebifera",11
41,"Virola.sebifera",12
42,"Virola.sebifera",12
43,"Virola.sebifera",14
44,"Virola.sebifera",10
45,"Virola.sebifera",13
47,"Virola.sebifera",11
48,"Virola.sebifera",7
49,"Virola.sebifera",6
50,"Virola.sebifera",14
1,"Virola.surinamensis",4
2,"Virola.surinamensis",3
3,"Virola.surinamensis",2
4,"Virola.surinamensis",2
5,"Virola.surinamensis",6
6,"Virola.surinamensis",1
7,"Virola.surinamensis",1
8,"Virola.surinamensis",1
9,"Virola.surinamensis",1
10,"Virola.surinamensis",2
11,"Virola.surinamensis",4
12,"Virola.surinamensis",2
14,"Virola.surinamensis",1
15,"Virola.surinamensis",4
16,"Virola.surinamensis",5
18,"Virola.surinamensis",2
19,"Virola.surinamensis",1
20,"Virola.surinamensis",4
21,"Virola.surinamensis",10
22,"Virola.surinamensis",1
23,"Virola.surinamensis",1
24,"Virola.surinamensis",1
25,"Virola.surinamensis",4
26,"Virola.surinamensis",12
27,"Virola.surinamensis",1
28,"Virola.surinamensis",1
29,"Virola.surinamensis",1
30,"Virola.surinamensis",3
31,"Virola.surinamensis",6
32,"Virola.surinamensis",4
33,"Virola.surinamensis",3
34,"Virola.surinamensis",1
36,"Virola.surinamensis",5
37,"Virola.surinamensis",4
39,"Virola.surinamensis",2
40,"Virola.surinamensis",1
41,"Virola.surinamensis",7
42,"Virola.surinamensis",5
43,"Virola.surinamensis",8
44,"Virola.surinamensis",1
45,"Virola.surinamensis",7
47,"Virola.surinamensis",1
48,"Virola.surinamensis",5
49,"Virola.surinamensis",16
50,"Virola.surinamensis",7
37,"Vismia.baccifera",1
12,"Vochysia.ferruginea",2
13,"Vochysia.ferruginea",3
14,"Vochysia.ferruginea",1
17,"Vochysia.ferruginea",1
18,"Vochysia.ferruginea",2
46,"Vochysia.ferruginea",2
47,"Vochysia.ferruginea",1
1,"Xylopia.macrantha",1
10,"Xylopia.macrantha",4
11,"Xylopia.macrantha",1
13,"Xylopia.macrantha",1
15,"Xylopia.macrantha",3
16,"Xylopia.macrantha",1
17,"Xylopia.macrantha",2
18,"Xylopia.macrantha",1
19,"Xylopia.macrantha",1
20,"Xylopia.macrantha",1
21,"Xylopia.macrantha",15
26,"Xylopia.macrantha",15
27,"Xylopia.macrantha",8
31,"Xylopia.macrantha",23
32,"Xylopia.macrantha",4
33,"Xylopia.macrantha",8
34,"Xylopia.macrantha",1
36,"Xylopia.macrantha",20
37,"Xylopia.macrantha",1
38,"Xylopia.macrantha",1
41,"Xylopia.macrantha",9
42,"Xylopia.macrantha",14
43,"Xylopia.macrantha",2
44,"Xylopia.macrantha",1
46,"Xylopia.macrantha",3
47,"Xylopia.macrantha",1
48,"Xylopia.macrantha",1
1,"Zanthoxylum.ekmanii",3
2,"Zanthoxylum.ekmanii",4
3,"Zanthoxylum.ekmanii",8
4,"Zanthoxylum.ekmanii",13
5,"Zanthoxylum.ekmanii",3
6,"Zanthoxylum.ekmanii",1
7,"Zanthoxylum.ekmanii",2
8,"Zanthoxylum.ekmanii",4
9,"Zanthoxylum.ekmanii",13
10,"Zanthoxylum.ekmanii",7
11,"Zanthoxylum.ekmanii",1
13,"Zanthoxylum.ekmanii",5
14,"Zanthoxylum.ekmanii",12
15,"Zanthoxylum.ekmanii",5
16,"Zanthoxylum.ekmanii",2
17,"Zanthoxylum.ekmanii",1
19,"Zanthoxylum.ekmanii",3
20,"Zanthoxylum.ekmanii",4
21,"Zanthoxylum.ekmanii",7
22,"Zanthoxylum.ekmanii",1
25,"Zanthoxylum.ekmanii",4
26,"Zanthoxylum.ekmanii",1
27,"Zanthoxylum.ekmanii",4
29,"Zanthoxylum.ekmanii",2
30,"Zanthoxylum.ekmanii",1
32,"Zanthoxylum.ekmanii",4
33,"Zanthoxylum.ekmanii",3
36,"Zanthoxylum.ekmanii",2
37,"Zanthoxylum.ekmanii",5
38,"Zanthoxylum.ekmanii",2
39,"Zanthoxylum.ekmanii",1
41,"Zanthoxylum.ekmanii",3
42,"Zanthoxylum.ekmanii",4
43,"Zanthoxylum.ekmanii",1
44,"Zanthoxylum.ekmanii",2
45,"Zanthoxylum.ekmanii",2
46,"Zanthoxylum.ekmanii",1
47,"Zanthoxylum.ekmanii",2
48,"Zanthoxylum.ekmanii",5
49,"Zanthoxylum.ekmanii",1
3,"Zanthoxylum.juniperinum",1
4,"Zanthoxylum.juniperinum",1
9,"Zanthoxylum.juniperinum",1
10,"Zanthoxylum.juniperinum",10
13,"Zanthoxylum.juniperinum",2
14,"Zanthoxylum.juniperinum",3
15,"Zanthoxylum.juniperinum",6
16,"Zanthoxylum.juniperinum",1
18,"Zanthoxylum.juniperinum",2
19,"Zanthoxylum.juniperinum",1
20,"Zanthoxylum.juniperinum",2
21,"Zanthoxylum.juniperinum",2
22,"Zanthoxylum.juniperinum",1
25,"Zanthoxylum.juniperinum",3
26,"Zanthoxylum.juniperinum",1
27,"Zanthoxylum.juniperinum",1
31,"Zanthoxylum.juniperinum",1
36,"Zanthoxylum.juniperinum",1
38,"Zanthoxylum.juniperinum",1
39,"Zanthoxylum.juniperinum",1
45,"Zanthoxylum.juniperinum",1
46,"Zanthoxylum.juniperinum",1
47,"Zanthoxylum.juniperinum",1
1,"Zanthoxylum.panamense",2
2,"Zanthoxylum.panamense",2
3,"Zanthoxylum.panamense",2
4,"Zanthoxylum.panamense",5
5,"Zanthoxylum.panamense",5
6,"Zanthoxylum.panamense",3
8,"Zanthoxylum.panamense",2
9,"Zanthoxylum.panamense",4
10,"Zanthoxylum.panamense",4
11,"Zanthoxylum.panamense",1
14,"Zanthoxylum.panamense",1
15,"Zanthoxylum.panamense",2
17,"Zanthoxylum.panamense",1
18,"Zanthoxylum.panamense",1
19,"Zanthoxylum.panamense",3
20,"Zanthoxylum.panamense",1
22,"Zanthoxylum.panamense",1
25,"Zanthoxylum.panamense",1
27,"Zanthoxylum.panamense",2
30,"Zanthoxylum.panamense",3
31,"Zanthoxylum.panamense",1
32,"Zanthoxylum.panamense",2
33,"Zanthoxylum.panamense",1
34,"Zanthoxylum.panamense",3
35,"Zanthoxylum.panamense",1
37,"Zanthoxylum.panamense",4
38,"Zanthoxylum.panamense",1
39,"Zanthoxylum.panamense",1
41,"Zanthoxylum.panamense",1
42,"Zanthoxylum.panamense",1
46,"Zanthoxylum.panamense",1
48,"Zanthoxylum.panamense",1
49,"Zanthoxylum.panamense",1
50,"Zanthoxylum.panamense",2
41,"Zanthoxylum.setulosum",1
4,"Zuelania.guidonia",1
6,"Zuelania.guidonia",2
17,"Zuelania.guidonia",1
18,"Zuelania.guidonia",1
28,"Zuelania.guidonia",1
42,"Zuelania.guidonia",1
47,"Zuelania.guidonia",1
48,"Zuelania.guidonia",2
